stamp,id,x,y,z,intensity,time,ring
1782434571.667012,17,-0.634563,0.325000,0.304842,218.000000,0.029772,8
1782434571.667012,17,-0.637235,0.324690,0.327088,218.000000,0.029795,8
1782434571.667012,17,-0.631056,0.319977,0.345710,218.000000,0.029819,8
1782434571.667012,17,-0.639929,0.322710,0.372023,217.000000,0.029842,8
1782434571.667012,17,-0.632682,0.317488,0.390670,216.000000,0.029865,8
1782434571.667012,17,-0.632156,0.315574,0.413243,231.000000,0.029888,8
1782434571.667012,17,-0.638861,0.317164,0.440838,225.000000,0.029911,8
1782434571.667012,17,-0.644706,0.318295,0.469031,220.000000,0.029934,8
1782434571.667012,17,-0.649664,0.318959,0.497790,215.000000,0.029958,8
1782434571.667012,17,-0.646940,0.315922,0.522105,212.000000,0.029981,8
1782434571.667012,17,-0.614661,0.298869,0.524128,168.000000,0.030004,8
1782434571.667012,17,-0.617554,0.298565,0.553170,152.000000,0.030027,8
1782434571.667012,17,-0.613078,0.294775,0.577114,152.000000,0.030050,8
1782434571.667012,17,-0.567350,0.271764,0.564168,159.000000,0.030073,8
1782434571.667012,17,-0.568430,0.270679,0.592935,142.000000,0.030096,8
1782434571.667012,17,-0.587933,0.278056,0.641689,146.000000,0.030120,8
1782434571.667012,17,-0.636245,0.298487,0.724566,185.000000,0.030143,8
1782434571.667012,17,-0.608422,0.283986,0.729163,147.000000,0.030166,8
1782434571.667012,17,-0.633544,0.293546,0.794815,169.000000,0.030189,8
1782434571.667012,17,-0.650553,0.299282,0.855560,189.000000,0.030212,8
1782434571.667012,17,-0.653977,0.298821,0.903158,180.000000,0.030235,8
1782434571.667012,17,-0.650460,0.295224,0.944395,169.000000,0.030258,8
1782434571.667012,17,-0.655316,0.295282,1.000345,160.000000,0.030282,8
1782434571.667012,17,-0.653163,0.292196,1.049786,153.000000,0.030305,8
1782434571.667012,17,-0.649086,0.288229,1.099692,152.000000,0.030328,8
1782434571.667012,17,-0.652423,0.287405,1.166019,159.000000,0.030351,8
1782434571.667012,17,-0.648771,0.283498,1.225459,155.000000,0.030374,8
1782434571.667012,17,-0.650858,0.281948,1.301056,149.000000,0.030397,8
1782434571.667012,17,-0.650195,0.279122,1.378373,142.000000,0.030421,8
1782434571.667012,17,-0.645849,0.274648,1.455524,139.000000,0.030444,8
1782434571.667012,17,-0.649552,0.273358,1.559539,163.000000,0.030467,8
1782434571.667012,17,-0.627674,0.261488,1.612321,197.000000,0.030490,8
1782434571.667012,17,-0.580757,0.239594,1.603606,200.000000,0.030513,8
1782434571.667012,17,-0.540462,0.220560,1.610140,198.000000,0.030536,8
1782434571.667012,17,-0.497458,0.200650,1.606906,195.000000,0.030559,8
1782434571.667012,17,-0.454909,0.181128,1.602279,182.000000,0.030583,8
1782434571.667012,17,-0.415426,0.162975,1.605900,183.000000,0.030606,8
1782434571.667012,17,-0.375780,0.144939,1.607354,184.000000,0.030629,8
1782434571.667012,17,-0.334380,0.126459,1.598836,185.000000,0.030652,8
1782434571.667012,17,-0.295459,0.109068,1.598830,185.000000,0.030675,8
1782434571.667012,17,-0.256538,0.091861,1.596680,188.000000,0.030698,8
1782434571.667012,17,-0.219267,0.075364,1.603267,191.000000,0.030721,8
1782434571.667012,17,-0.181791,0.058941,1.608785,196.000000,0.030745,8
1782434571.667012,17,-0.144136,0.042603,1.613232,201.000000,0.030768,8
1782434571.667012,17,-0.105707,0.026245,1.607625,201.000000,0.030791,8
1782434571.667012,17,-0.067989,0.010204,1.609906,198.000000,0.030814,8
1782434571.667012,17,-0.030172,-0.005719,1.611114,196.000000,0.030837,8
1782434571.667012,17,0.007718,-0.021512,1.611248,198.000000,0.030860,8
1782434571.667012,17,0.045655,-0.037163,1.610309,203.000000,0.030883,8
1782434571.667012,17,0.083613,-0.052663,1.608296,206.000000,0.030907,8
1782434571.667012,17,0.122250,-0.068426,1.614176,208.000000,0.030930,8
1782434571.667012,17,0.161390,-0.084247,1.619931,205.000000,0.030953,8
1782434571.667012,17,0.199711,-0.099410,1.614647,204.000000,0.030976,8
1782434571.667012,17,0.237946,-0.114378,1.608287,209.000000,0.030999,8
1782434571.667012,17,0.279345,-0.130761,1.619500,213.000000,0.031022,8
1782434571.667012,17,0.319551,-0.146333,1.619683,216.000000,0.031046,8
1782434571.667012,17,0.360238,-0.161944,1.619654,221.000000,0.031069,8
1782434571.667012,17,0.384852,-0.169966,1.553882,227.000000,0.031092,8
1782434571.667012,17,0.429302,-0.187038,1.569126,228.000000,0.031115,8
1782434571.667012,17,0.356065,-0.151429,1.196163,149.000000,0.031138,8
1782434571.667012,17,0.268017,-0.110548,0.838136,192.000000,0.031161,8
1782434571.667012,17,0.281095,-0.114728,0.812608,195.000000,0.031184,8
1782434571.667012,17,0.303220,-0.122778,0.812679,192.000000,0.031208,8
1782434571.667012,17,0.329400,-0.132446,0.821133,189.000000,0.031231,8
1782434571.667012,17,0.352587,-0.140723,0.820558,183.000000,0.031254,8
1782434571.667012,17,0.379848,-0.150588,0.827198,183.000000,0.031277,8
1782434571.667012,17,0.373556,-0.146517,0.766418,180.000000,0.031300,8
1782434571.667012,17,0.400347,-0.156050,0.772027,199.000000,0.031323,8
1782434571.667012,17,0.432131,-0.167471,0.784258,161.000000,0.031346,8
1782434571.667012,17,0.362673,-0.138175,0.629399,223.000000,0.031370,8
1782434571.667012,17,0.382513,-0.144868,0.627225,223.000000,0.031393,8
1782434571.667012,17,0.401964,-0.151322,0.623548,223.000000,0.031416,8
1782434571.667012,17,0.411182,-0.153690,0.605022,223.000000,0.031439,8
1782434571.667012,17,0.430468,-0.159944,0.600278,224.000000,0.031462,8
1782434571.667012,17,0.455955,-0.168504,0.602393,222.000000,0.031485,8
1782434571.667012,17,0.469862,-0.172521,0.589479,202.000000,0.031509,8
1782434571.667012,17,0.465254,-0.169464,0.556073,110.000000,0.031532,8
1782434571.667012,17,0.458656,-0.165708,0.522636,127.000000,0.031555,8
1782434571.667012,17,0.477472,-0.171515,0.516519,102.000000,0.031578,8
1782434571.667012,17,0.495618,-0.176995,0.509033,177.000000,0.031601,8
1782434571.667012,17,0.459781,-0.162494,0.452735,168.000000,0.031624,8
1782434571.667012,17,0.364839,-0.126556,0.350944,97.000000,0.031647,8
1782434571.667012,17,0.394324,-0.136357,0.358157,96.000000,0.031671,8
1782434571.667012,17,0.387654,-0.132967,0.336114,88.000000,0.031694,8
1782434571.667012,17,0.357513,-0.121204,0.298492,96.000000,0.031717,8
1782434571.667012,17,0.371871,-0.125447,0.293888,92.000000,0.031740,8
1782434571.667012,17,0.354719,-0.118483,0.268623,97.000000,0.031763,8
1782434571.667012,17,0.337381,-0.111545,0.244999,124.000000,0.031786,8
1782434571.667012,17,0.349967,-0.115139,0.239846,97.000000,0.031809,8
1782434571.667012,17,0.379460,-0.124540,0.243046,87.000000,0.031833,8
1782434571.667012,17,0.351662,-0.112464,0.193174,92.000000,0.031902,8
1782434571.667012,17,0.372334,-0.118633,0.190094,90.000000,0.031925,8
1782434571.667012,17,0.341984,-0.107618,0.167485,97.000000,0.031948,8
1782434571.667012,17,0.362344,-0.113621,0.163753,90.000000,0.031971,8
1782434571.667012,17,0.359963,-0.111212,0.141475,91.000000,0.032018,8
1782434571.667012,17,0.362480,-0.111230,0.131582,90.000000,0.032041,8
1782434571.667012,17,0.311600,-0.093950,0.110327,116.000000,0.032064,8
1782434571.667012,17,0.339582,-0.102258,0.106619,95.000000,0.032087,8
1782434571.667012,17,0.341223,-0.102033,0.097316,92.000000,0.032110,8
1782434571.667012,17,0.352093,-0.104729,0.089185,90.000000,0.032134,8
1782434571.667012,17,0.335260,-0.098655,0.077756,95.000000,0.032157,8
1782434571.667012,17,0.308563,-0.089572,0.066608,115.000000,0.032180,8
1782434571.667012,17,0.318734,-0.092056,0.058618,99.000000,0.032203,8
1782434571.667012,17,0.337319,-0.097090,0.050242,92.000000,0.032226,8
1782434571.667012,17,-0.537305,0.063055,0.051581,184.000000,0.034720,9
1782434571.667012,17,-0.527120,0.060916,0.065345,159.000000,0.034743,9
1782434571.667012,17,-0.469924,0.054073,0.075498,162.000000,0.034766,9
1782434571.667012,17,-0.469060,0.053034,0.087867,190.000000,0.034790,9
1782434571.667012,17,-0.552878,0.060204,0.110314,108.000000,0.034813,9
1782434571.667012,17,-0.869320,0.089102,0.171190,124.000000,0.034836,9
1782434571.667012,17,-1.070995,0.106059,0.229409,108.000000,0.034859,9
1782434571.667012,17,-1.028900,0.100057,0.250102,123.000000,0.034882,9
1782434571.667012,17,-1.032128,0.098246,0.279075,118.000000,0.034905,9
1782434571.667012,17,-1.371049,0.111407,0.593234,185.000000,0.035044,9
1782434571.667012,17,-1.383053,0.109444,0.640496,185.000000,0.035067,9
1782434571.667012,17,-1.392605,0.107239,0.688326,181.000000,0.035091,9
1782434571.667012,17,-1.375536,0.103111,0.724664,182.000000,0.035114,9
1782434571.667012,17,-1.172973,0.086419,0.663232,211.000000,0.035137,9
1782434571.667012,17,-1.123504,0.080660,0.675239,206.000000,0.035160,9
1782434571.667012,17,-1.074218,0.075109,0.685078,204.000000,0.035183,9
1782434571.667012,17,-1.041232,0.070756,0.702906,205.000000,0.035206,9
1782434571.667012,17,-1.000579,0.066073,0.714442,204.000000,0.035229,9
1782434571.667012,17,-1.370162,0.085025,1.014572,173.000000,0.035253,9
1782434571.667012,17,-1.427732,0.085153,1.112389,159.000000,0.035276,9
1782434571.667012,17,-1.436377,0.082409,1.178552,157.000000,0.035299,9
1782434571.667012,17,-1.450191,0.079849,1.252264,155.000000,0.035322,9
1782434571.667012,17,-1.446836,0.076358,1.314916,151.000000,0.035345,9
1782434571.667012,17,-1.455111,0.073370,1.391089,156.000000,0.035368,9
1782434571.667012,17,-1.460363,0.070161,1.468530,155.000000,0.035392,9
1782434571.667012,17,-1.475778,0.067289,1.560740,177.000000,0.035415,9
1782434571.667012,17,-1.416780,0.061400,1.578327,193.000000,0.035438,9
1782434571.667012,17,-1.344691,0.055261,1.578832,191.000000,0.035461,9
1782434571.667012,17,-1.274188,0.049467,1.577398,189.000000,0.035484,9
1782434571.667012,17,-1.210255,0.044163,1.580407,186.000000,0.035507,9
1782434571.667012,17,-1.147038,0.039135,1.581131,175.000000,0.035530,9
1782434571.667012,17,-1.084613,0.034381,1.579613,180.000000,0.035554,9
1782434571.667012,17,-1.028055,0.030016,1.583377,186.000000,0.035577,9
1782434571.667012,17,-0.972576,0.025897,1.586088,190.000000,0.035600,9
1782434571.667012,17,-0.917146,0.021999,1.586101,192.000000,0.035623,9
1782434571.667012,17,-0.862869,0.018341,1.585154,190.000000,0.035646,9
1782434571.667012,17,-0.813461,0.014955,1.590399,187.000000,0.035669,9
1782434571.667012,17,-0.759942,0.011732,1.585154,188.000000,0.035692,9
1782434571.667012,17,-0.715631,0.008764,1.596342,195.000000,0.035716,9
1782434571.667012,17,-0.667301,0.005958,1.597082,201.000000,0.035739,9
1782434571.667012,17,-0.619418,0.003345,1.596366,204.000000,0.035762,9
1782434571.667012,17,-0.572028,0.000923,1.594217,200.000000,0.035785,9
1782434571.667012,17,-0.528390,-0.001357,1.600131,195.000000,0.035808,9
1782434571.667012,17,-0.484532,-0.003471,1.603872,182.000000,0.035831,9
1782434571.667012,17,-0.438392,-0.005354,1.597728,182.000000,0.035854,9
1782434571.667012,17,-0.395367,-0.007138,1.599940,185.000000,0.035878,9
1782434571.667012,17,-0.352303,-0.008751,1.599996,183.000000,0.035901,9
1782434571.667012,17,-0.309699,-0.010214,1.599850,185.000000,0.035924,9
1782434571.667012,17,-0.267171,-0.011505,1.597561,188.000000,0.035947,9
1782434571.667012,17,-0.226410,-0.012759,1.604015,192.000000,0.035970,9
1782434571.667012,17,-0.185490,-0.013868,1.609400,198.000000,0.035993,9
1782434571.667012,17,-0.143615,-0.014708,1.604751,202.000000,0.036017,9
1782434571.667012,17,-0.103289,-0.015647,1.616949,199.000000,0.036040,9
1782434571.667012,17,-0.061710,-0.016184,1.610116,197.000000,0.036063,9
1782434571.667012,17,-0.020797,-0.016834,1.620188,196.000000,0.036086,9
1782434571.667012,17,0.020371,-0.017069,1.611190,203.000000,0.036109,9
1782434571.667012,17,0.061406,-0.017289,1.610116,205.000000,0.036132,9
1782434571.667012,17,0.102988,-0.017498,1.616949,207.000000,0.036155,9
1782434571.667012,17,0.144147,-0.017421,1.613712,208.000000,0.036179,9
1782434571.667012,17,0.186383,-0.017346,1.619330,205.000000,0.036202,9
1782434571.667012,17,0.227575,-0.016969,1.613911,207.000000,0.036225,9
1782434571.667012,17,0.270135,-0.016575,1.616285,210.000000,0.036248,9
1782434571.667012,17,0.314925,-0.016166,1.627310,215.000000,0.036271,9
1782434571.667012,17,0.356280,-0.015332,1.618526,217.000000,0.036294,9
1782434571.667012,17,0.343708,-0.011521,1.397395,235.000000,0.036317,9
1782434571.667012,17,0.280997,-0.006111,1.040530,145.000000,0.036341,9
1782434571.667012,17,0.244981,-0.002893,0.833258,237.000000,0.036364,9
1782434571.667012,17,0.256223,-0.001861,0.799119,216.000000,0.036387,9
1782434571.667012,17,0.275891,-0.001093,0.792155,197.000000,0.036410,9
1782434571.667012,17,0.302411,-0.000420,0.802324,195.000000,0.036433,9
1782434571.667012,17,0.329646,0.000364,0.811605,190.000000,0.036456,9
1782434571.667012,17,0.353798,0.001317,0.811795,184.000000,0.036480,9
1782434571.667012,17,0.348535,0.002696,0.751157,122.000000,0.036503,9
1782434571.667012,17,0.349204,0.003916,0.708167,206.000000,0.036526,9
1782434571.667012,17,0.333696,0.005148,0.640348,213.000000,0.036549,9
1782434571.667012,17,0.358882,0.006181,0.647736,220.000000,0.036572,9
1782434571.667012,17,0.384674,0.007324,0.654202,222.000000,0.036595,9
1782434571.667012,17,0.406039,0.008556,0.652236,223.000000,0.036618,9
1782434571.667012,17,0.410817,0.009744,0.625884,189.000000,0.036642,9
1782434571.667012,17,0.442624,0.011204,0.637362,223.000000,0.036665,9
1782434571.667012,17,0.422669,0.012126,0.580812,202.000000,0.036688,9
1782434571.667012,17,0.400082,0.012872,0.525741,111.000000,0.036711,9
1782434571.667012,17,0.394048,0.013780,0.494050,122.000000,0.036734,9
1782434571.667012,17,0.392749,0.014734,0.469625,125.000000,0.036757,9
1782434571.667012,17,0.383473,0.015478,0.438422,174.000000,0.036780,9
1782434571.667012,17,0.400776,0.016840,0.435219,137.000000,0.036804,9
1782434571.667012,17,0.410824,0.018066,0.424586,167.000000,0.036827,9
1782434571.667012,17,0.420588,0.019317,0.413692,140.000000,0.036850,9
1782434571.667012,17,0.422376,0.020339,0.396152,120.000000,0.036873,9
1782434571.667012,17,0.401560,0.020572,0.361440,110.000000,0.036896,9
1782434571.667012,17,0.364026,0.020081,0.316707,208.000000,0.036919,9
1782434571.667012,17,0.370979,0.021161,0.307071,205.000000,0.036942,9
1782434571.667012,17,0.393459,0.022906,0.307811,204.000000,0.036966,9
1782434571.667012,17,0.408612,0.024422,0.302740,205.000000,0.036989,9
1782434571.667012,17,0.447799,0.027097,0.311365,203.000000,0.037012,9
1782434571.667012,17,0.471126,0.029173,0.308814,204.000000,0.037035,9
1782434571.667012,17,0.485769,0.030907,0.300559,216.000000,0.037058,9
1782434571.667012,17,0.382064,0.026526,0.233336,180.000000,0.037081,9
1782434571.667012,17,0.377746,0.027095,0.219061,182.000000,0.037105,9
1782434571.667012,17,0.391298,0.028648,0.213036,207.000000,0.037128,9
1782434571.667012,17,0.386238,0.029166,0.199005,208.000000,0.037151,9
1782434571.667012,17,0.381656,0.029689,0.185699,208.000000,0.037174,9
1782434571.667012,17,0.411617,0.032349,0.184631,191.000000,0.037197,9
1782434571.667012,17,0.442710,0.035203,0.182376,190.000000,0.037220,9
1782434571.667012,17,0.472979,0.038127,0.178304,183.000000,0.037243,9
1782434571.667012,17,0.522649,0.042504,0.177653,194.000000,0.037267,9
1782434571.667012,17,0.553104,0.045722,0.170062,191.000000,0.037290,9
1782434571.667012,17,0.361438,0.032906,0.116675,115.000000,0.037313,9
1782434571.667012,17,0.363133,0.033767,0.107152,113.000000,0.037336,9
1782434571.667012,17,0.364578,0.034614,0.097586,170.000000,0.037359,9
1782434571.667012,17,0.365770,0.035446,0.087983,172.000000,0.037382,9
1782434571.667012,17,0.375643,0.036984,0.079174,164.000000,0.037405,9
1782434571.667012,17,0.367396,0.037061,0.068696,201.000000,0.037429,9
1782434571.667012,17,0.376789,0.038601,0.059377,143.000000,0.037452,9
1782434571.667012,17,0.386934,0.040244,0.049590,173.000000,0.037475,9
1782434571.667012,17,-1.418289,-0.425758,0.068729,61.000000,0.040454,10
1782434571.667012,17,-1.425889,-0.431199,0.107904,60.000000,0.040478,10
1782434571.667012,17,-1.395307,-0.424863,0.144882,74.000000,0.040501,10
1782434571.667012,17,-1.364852,-0.418438,0.180370,113.000000,0.040524,10
1782434571.667012,17,-1.378142,-0.425616,0.219983,89.000000,0.040547,10
1782434571.667012,17,-1.408271,-0.438182,0.263251,69.000000,0.040570,10
1782434571.667012,17,-1.419279,-0.444804,0.305057,66.000000,0.040593,10
1782434571.667012,17,-1.331125,-0.419703,0.326846,120.000000,0.040616,10
1782434571.667012,17,-1.402549,-0.445721,0.382533,48.000000,0.040640,10
1782434571.667012,17,-3.646603,-1.186329,1.139436,197.000000,0.040686,10
1782434571.667012,17,-3.650138,-1.195730,1.250817,211.000000,0.040709,10
1782434571.667012,17,-3.642499,-1.201480,1.360348,209.000000,0.040732,10
1782434571.667012,17,-3.647880,-1.211587,1.476698,212.000000,0.040755,10
1782434571.667012,17,-3.491656,-1.167412,1.527132,184.000000,0.040778,10
1782434571.667012,17,-3.253136,-1.094697,1.532310,179.000000,0.040802,10
1782434571.667012,17,-3.042078,-1.030289,1.537743,182.000000,0.040825,10
1782434571.667012,17,-2.840988,-0.968368,1.536714,176.000000,0.040848,10
1782434571.667012,17,-2.666616,-0.914788,1.539341,181.000000,0.040871,10
1782434571.667012,17,-2.501779,-0.863752,1.537921,183.000000,0.040894,10
1782434571.667012,17,-2.354517,-0.818139,1.538314,177.000000,0.040917,10
1782434571.667012,17,-2.224337,-0.777897,1.541903,183.000000,0.040941,10
1782434571.667012,17,-2.095822,-0.737668,1.539428,189.000000,0.040964,10
1782434571.667012,17,-1.983759,-0.702748,1.541992,182.000000,0.040987,10
1782434571.667012,17,-1.879969,-0.670308,1.544887,186.000000,0.041010,10
1782434571.667012,17,-1.784938,-0.640583,1.549371,189.000000,0.041033,10
1782434571.667012,17,-1.698339,-0.613516,1.556126,194.000000,0.041056,10
1782434571.667012,17,-1.619108,-0.588776,1.565151,199.000000,0.041079,10
1782434571.667012,17,-1.533861,-0.561457,1.564086,190.000000,0.041103,10
1782434571.667012,17,-1.456610,-0.536737,1.566413,192.000000,0.041126,10
1782434571.667012,17,-1.386935,-0.514520,1.572751,193.000000,0.041149,10
1782434571.667012,17,-1.317427,-0.492056,1.575594,195.000000,0.041172,10
1782434571.667012,17,-1.249457,-0.469868,1.576442,192.000000,0.041195,10
1782434571.667012,17,-1.181865,-0.447517,1.573853,189.000000,0.041218,10
1782434571.667012,17,-1.121118,-0.427509,1.576488,174.000000,0.041241,10
1782434571.667012,17,-1.061148,-0.407531,1.576847,176.000000,0.041265,10
1782434571.667012,17,-1.002026,-0.387613,1.574971,180.000000,0.041288,10
1782434571.667012,17,-0.948958,-0.369826,1.579235,186.000000,0.041311,10
1782434571.667012,17,-0.895958,-0.351829,1.580789,191.000000,0.041334,10
1782434571.667012,17,-0.848331,-0.335762,1.589094,193.000000,0.041357,10
1782434571.667012,17,-0.792434,-0.316115,1.579230,191.000000,0.041380,10
1782434571.667012,17,-0.745826,-0.300019,1.584188,190.000000,0.041403,10
1782434571.667012,17,-0.699589,-0.283869,1.587632,191.000000,0.041427,10
1782434571.667012,17,-0.653766,-0.267685,1.589581,196.000000,0.041450,10
1782434571.667012,17,-0.608758,-0.251637,1.590977,204.000000,0.041473,10
1782434571.667012,17,-0.566903,-0.236737,1.598384,204.000000,0.041496,10
1782434571.667012,17,-0.522332,-0.220475,1.596080,199.000000,0.041519,10
1782434571.667012,17,-0.478332,-0.204249,1.592372,184.000000,0.041542,10
1782434571.667012,17,-0.437619,-0.189279,1.596845,182.000000,0.041566,10
1782434571.667012,17,-0.396834,-0.174095,1.599153,183.000000,0.041589,10
1782434571.667012,17,-0.356519,-0.158943,1.601225,184.000000,0.041612,10
1782434571.667012,17,-0.316240,-0.143621,1.601139,183.000000,0.041635,10
1782434571.667012,17,-0.276445,-0.128339,1.600854,184.000000,0.041658,10
1782434571.667012,17,-0.236793,-0.112932,1.598426,187.000000,0.041681,10
1782434571.667012,17,-0.198756,-0.098170,1.604747,192.000000,0.041704,10
1782434571.667012,17,-0.160634,-0.083213,1.609998,197.000000,0.041728,10
1782434571.667012,17,-0.122451,-0.068072,1.614175,200.000000,0.041751,10
1782434571.667012,17,-0.083769,-0.052422,1.608296,201.000000,0.041774,10
1782434571.667012,17,-0.045766,-0.037032,1.610309,197.000000,0.041797,10
1782434571.667012,17,-0.007784,-0.021491,1.611248,199.000000,0.041820,10
1782434571.667012,17,0.030152,-0.005808,1.611114,200.000000,0.041843,10
1782434571.667012,17,0.068015,0.010005,1.609906,204.000000,0.041866,10
1782434571.667012,17,0.106401,0.026052,1.616603,207.000000,0.041890,10
1782434571.667012,17,0.144255,0.042184,1.613232,207.000000,0.041913,10
1782434571.667012,17,0.183128,0.058746,1.618711,207.000000,0.041936,10
1782434571.667012,17,0.220889,0.075164,1.613158,206.000000,0.041959,10
1782434571.667012,17,0.259926,0.092143,1.615393,209.000000,0.041982,10
1782434571.667012,17,0.301037,0.110016,1.626271,214.000000,0.042005,10
1782434571.667012,17,0.318666,0.119801,1.524774,152.000000,0.042029,10
1782434571.667012,17,0.318222,0.122765,1.368182,224.000000,0.042052,10
1782434571.667012,17,0.313066,0.123516,1.222281,131.000000,0.042075,10
1782434571.667012,17,0.332847,0.133315,1.185409,242.000000,0.042098,10
1782434571.667012,17,0.365589,0.148116,1.193607,235.000000,0.042121,10
1782434571.667012,17,0.395963,0.162161,1.192262,235.000000,0.042144,10
1782434571.667012,17,0.426121,0.176259,1.189021,235.000000,0.042167,10
1782434571.667012,17,0.421626,0.176566,1.098583,231.000000,0.042191,10
1782434571.667012,17,0.372088,0.158378,0.913994,146.000000,0.042214,10
1782434571.667012,17,0.372648,0.160227,0.860137,149.000000,0.042237,10
1782434571.667012,17,0.363108,0.157802,0.790940,171.000000,0.042260,10
1782434571.667012,17,0.302936,0.134025,0.631416,226.000000,0.042283,10
1782434571.667012,17,0.257821,0.116101,0.516198,223.000000,0.042306,10
1782434571.667012,17,0.273678,0.123790,0.517074,223.000000,0.042329,10
1782434571.667012,17,0.289208,0.131417,0.516516,223.000000,0.042353,10
1782434571.667012,17,0.305400,0.139405,0.516187,224.000000,0.042376,10
1782434571.667012,17,0.326700,0.149698,0.522423,224.000000,0.042399,10
1782434571.667012,17,0.342768,0.157803,0.519902,224.000000,0.042422,10
1782434571.667012,17,0.359494,0.166274,0.517529,223.000000,0.042445,10
1782434571.667012,17,0.364214,0.169476,0.499504,187.000000,0.042468,10
1782434571.667012,17,0.362726,0.169902,0.474925,185.000000,0.042491,10
1782434571.667012,17,0.360332,0.169892,0.450729,183.000000,0.042515,10
1782434571.667012,17,0.363596,0.172421,0.433904,184.000000,0.042538,10
1782434571.667012,17,0.359608,0.171639,0.410388,184.000000,0.042561,10
1782434571.667012,17,0.315724,0.152473,0.349916,182.000000,0.042584,10
1782434571.667012,17,0.315526,0.153265,0.334266,208.000000,0.042607,10
1782434571.667012,17,0.329088,0.160451,0.331150,207.000000,0.042630,10
1782434571.667012,17,0.335414,0.164315,0.321469,208.000000,0.042654,10
1782434571.667012,17,0.334090,0.164604,0.305854,205.000000,0.042677,10
1782434571.667012,17,0.354110,0.174985,0.306520,205.000000,0.042700,10
1782434571.667012,17,0.374341,0.185567,0.306176,205.000000,0.042723,10
1782434571.667012,17,0.387759,0.192988,0.300235,206.000000,0.042746,10
1782434571.667012,17,0.423175,0.211065,0.307268,205.000000,0.042769,10
1782434571.667012,17,0.451117,0.225704,0.307755,219.000000,0.042792,10
1782434571.667012,17,0.472032,0.237063,0.302809,210.000000,0.042816,10
1782434571.667012,17,0.508493,0.256133,0.304689,199.000000,0.042839,10
1782434571.667012,17,0.372714,0.190671,0.222719,189.000000,0.042862,10
1782434571.667012,17,0.353030,0.181906,0.201411,208.000000,0.042885,10
1782434571.667012,17,0.356213,0.184402,0.190963,206.000000,0.042908,10
1782434571.667012,17,0.375256,0.194836,0.186463,187.000000,0.042931,10
1782434571.667012,17,0.401972,0.209218,0.183562,187.000000,0.042954,10
1782434571.667012,17,0.437340,0.228101,0.181848,184.000000,0.042978,10
1782434571.667012,17,0.472808,0.247214,0.178123,203.000000,0.043001,10
1782434571.667012,17,0.508306,0.266523,0.172377,211.000000,0.043024,10
1782434571.667012,17,0.560360,0.294495,0.168247,205.000000,0.043047,10
1782434571.667012,17,0.537905,0.284371,0.146986,234.000000,0.043070,10
1782434571.667012,17,0.572948,0.303882,0.136354,229.000000,0.043093,10
1782434571.667012,17,0.457045,0.245087,0.104150,221.000000,0.043117,10
1782434571.667012,17,0.348308,0.189444,0.079616,175.000000,0.043140,10
1782434571.667012,17,0.290301,0.159885,0.065127,192.000000,0.043163,10
1782434571.667012,17,0.281521,0.156004,0.056087,147.000000,0.043186,10
1782434571.667012,17,0.273429,0.152444,0.047572,106.000000,0.043209,10
1782434571.667012,17,-0.205236,-0.153074,0.049526,188.000000,0.046231,11
1782434571.667012,17,-0.204754,-0.153347,0.056223,174.000000,0.046254,11
1782434571.667012,17,-0.204135,-0.153511,0.062913,101.000000,0.046277,11
1782434571.667012,17,-2.858849,-2.278167,0.501392,188.000000,0.046324,11
1782434571.667012,17,-2.887896,-2.310928,0.605463,179.000000,0.046347,11
1782434571.667012,17,-2.994956,-2.406842,0.730556,220.000000,0.046370,11
1782434571.667012,17,-3.004036,-2.424176,0.838543,184.000000,0.046393,11
1782434571.667012,17,-3.261546,-2.643636,1.023316,211.000000,0.046416,11
1782434571.667012,17,-3.256952,-2.650878,1.140190,210.000000,0.046439,11
1782434571.667012,17,-3.242377,-2.649972,1.255006,210.000000,0.046463,11
1782434571.667012,17,-2.694148,-2.209659,1.151360,179.000000,0.046486,11
1782434571.667012,17,-2.700592,-2.224244,1.257578,205.000000,0.046509,11
1782434571.667012,17,-2.691544,-2.226078,1.358949,205.000000,0.046532,11
1782434571.667012,17,-2.686634,-2.231373,1.464230,204.000000,0.046555,11
1782434571.667012,17,-2.612548,-2.178790,1.532313,180.000000,0.046578,11
1782434571.667012,17,-2.425534,-2.030811,1.527866,182.000000,0.046601,11
1782434571.667012,17,-2.254851,-1.895366,1.520986,176.000000,0.046625,11
1782434571.667012,17,-2.112306,-1.782632,1.521691,181.000000,0.046648,11
1782434571.667012,17,-1.996293,-1.691536,1.532240,187.000000,0.046671,11
1782434571.667012,17,-1.870018,-1.590889,1.526822,182.000000,0.046694,11
1782434571.667012,17,-1.769435,-1.511454,1.533972,184.000000,0.046717,11
1782434571.667012,17,-1.670839,-1.433059,1.536032,193.000000,0.046740,11
1782434571.667012,17,-1.584791,-1.364871,1.543046,184.000000,0.046763,11
1782434571.667012,17,-1.500519,-1.297650,1.545978,188.000000,0.046787,11
1782434571.667012,17,-1.422815,-1.235600,1.549950,196.000000,0.046810,11
1782434571.667012,17,-1.346261,-1.174031,1.549783,198.000000,0.046833,11
1782434571.667012,17,-1.286658,-1.126897,1.564138,191.000000,0.046856,11
1782434571.667012,17,-1.212325,-1.066305,1.556436,194.000000,0.046879,11
1782434571.667012,17,-1.154861,-1.020220,1.565163,196.000000,0.046902,11
